GenBank ID,UniProt ID
YJL179W_W303,P46988
YJL180C_W303,P22135
YJL181W_W303,P46987
YJL183W_W303,P46985
YJL184W_W303,P46984
YJL185C_W303,P46983
YJL186W_W303,P46982
YJL187C_W303,P32944
YJL189W_W303,P04650
YJL190C_W303,P0C0W1
YJL192C_W303,P39543
YJL193W_W303,P39542
YJL194W_W303,P09119
YJL196C_W303,P39540
YJL197W_W303,P39538
YJL198W_W303,P39535
YJL199C_W303,P39534
YJL200C_W303,P39533
YJL201W_W303,P32525
YJL203W_W303,P32524
YJL204C_W303,P39531
YJL205C_W303,Q02820
YJL206C_W303,P39529
YJL207C_W303,P39526
YJL208C_W303,P08466
YJL209W_W303,P07252
YJL210W_W303,P32800
YJL212C_W303,P40897
YJL213W_W303,P40896
YJL214W_W303,P40886
YJL215C_W303,P40895
YJL216C_W303,P40884
YJL217W_W303,P40893
YJL218W_W303,P40892
YDR170C_W303,P11075
YDR169C_W303,Q12427
YDR168W_W303,P06101
YDR167W_W303,Q12030
YDR166C_W303,P89102
YDR165W_W303,Q03774
YDR164C_W303,P30619
YDR163W_W303,Q03772
YDR162C_W303,Q12163
YDR161W_W303,Q03771
YBL107C_W303,P38162
YBL106C_W303,P38163
YBL105C_W303,P24583
YBL104C_W303,P38164
YBL103C_W303,P38165
YBL102W_W303,P38166
YBL101C_W303,P38167
YGR253C_W303,P32379
YGR252W_W303,Q03330
YGR251W_W303,P53317
YGR250C_W303,P53316
YGR249W_W303,P53050
YGR248W_W303,P53315
YGR247W_W303,P53314
YGR246C_W303,P29056
YGR245C_W303,P53313
YGR244C_W303,P53312
YGR243W_W303,P53311
YGR241C_W303,P53309
YGR240C_W303,P16861
YGR239C_W303,P50091
YGR238C_W303,P50090
YGR237C_W303,P50089
YGR235C_W303,P50087
YGR234W_W303,P39676
YGR233C_W303,P17442
YGR232W_W303,P50086
YGR231C_W303,P50085
YGR230W_W303,P50084
YGR229C_W303,P32566
YGR227W_W303,P50076
YGR224W_W303,P50080
YGR223C_W303,P50079
YGR222W_W303,P10834
YGR221C_W303,P50078
YGR220C_W303,P31334
YGR218W_W303,P30822
YLR425W_W303,Q06412
YLR427W_W303,Q06436
YLR429W_W303,Q06440
YLR430W_W303,Q00416
YLR431C_W303,Q06671
YAR073W_W303,P39567
YLR433C_W303,P23287
YLR435W_W303,Q06672
YLR436C_W303,Q06673
YLR437C_W303,O13577
YLR438W_W303,P07991
YLR439W_W303,P36517
YLR440C_W303,Q12745
YOR070C_W303,Q08484
YOR069W_W303,Q92331
YOR067C_W303,P40351
YOR066W_W303,Q08471
YOR065W_W303,P07143
YOR064C_W303,Q08465
YOR063W_W303,P14126
YOR062C_W303,P36025
YOR061W_W303,P19454
YOR060C_W303,Q08457
YOR059C_W303,Q08448
YOR058C_W303,P50275
YOR057W_W303,Q08446
YOR056C_W303,Q08444
YOR054C_W303,Q08438
YOR052C_W303,Q08422
YOR051C_W303,Q08421
YOR050C_W303,Q08419
YOR049C_W303,Q08417
YOR048C_W303,Q02792
YOR047C_W303,Q02794
YOR046C_W303,P20449
YOR044W_W303,Q08416
YOR043W_W303,P12611
YOR042W_W303,Q08412
YOR040W_W303,Q12320
YOR039W_W303,P38930
YOR038C_W303,P32480
YOR037W_W303,P38909
YOR036W_W303,P32854
YOR035C_W303,P51534
YOR034C_W303,Q12013
YOR033C_W303,P39875
YOR032C_W303,Q12398
YOR030W_W303,Q99234
YOR029W_W303,Q12243
YOR028C_W303,P40917
YOR027W_W303,P15705
YOR026W_W303,P26449
YOR025W_W303,P53687
YOR024W_W303,Q12070
YOR023C_W303,Q12433
YOR022C_W303,Q12204
YOR021C_W303,Q12314
YOR020C_W303,P38910
YOR019W_W303,Q99248
YOR018W_W303,Q02805
YOR017W_W303,P32606
YOR016C_W303,Q12450
YOR015W_W303,Q12169
YOR014W_W303,P38903
YOR012W_W303,Q12351
YOR011W_W303,Q08409
YOR010C_W303,P33890
YOR009W_W303,Q12218
YOR008C_W303,P54867
YOR007C_W303,Q12118
YOR006C_W303,Q12094
YOR005C_W303,Q08387
YOR004W_W303,Q12339
YOR003W_W303,P25036
YOR002W_W303,Q12001
YOR001W_W303,Q12149
YOL001W_W303,P20052
YOL002C_W303,Q12442
YOL003C_W303,Q12006
YOL004W_W303,P22579
YOL005C_W303,P38902
YOL006C_W303,P04786
YOL007C_W303,Q08054
YOL008W_W303,Q08058
YOL009C_W303,Q92328
YOL010W_W303,Q08096
YOL011W_W303,Q08108
YOL012C_W303,Q12692
YOL013C_W303,Q08109
YOL014W_W303,Q08110
YOL015W_W303,Q08118
YOL016C_W303,P22517
YOL017W_W303,Q08119
YOL018C_W303,Q08144
YOL019W_W303,Q08157
YOL020W_W303,P38967
YOL021C_W303,Q08162
YOL022C_W303,P25040
YOL023W_W303,P25038
YOL024W_W303,Q08172
YOL025W_W303,Q92325
YOL026C_W303,Q08176
YOL027C_W303,Q08179
YOL028C_W303,Q08182
YOL029C_W303,Q08187
YOL030W_W303,Q08193
YOL031C_W303,Q08199
YOL032W_W303,Q08202
YOL033W_W303,P48525
YOL034W_W303,Q08204
YOL036W_W303,Q08206
YOL038W_W303,P40303
YOL039W_W303,P05319
YOL040C_W303,Q01855
YOL041C_W303,Q08208
YOL042W_W303,Q08213
YOL043C_W303,Q08214
YOL044W_W303,Q08215
YOL045W_W303,Q08217
YOL047C_W303,Q08218
YOL048C_W303,Q08219
YOL049W_W303,Q08220
YOL051W_W303,P19659
YOL052C_W303,P21182
YOL053W_W303,Q08223
YOL054W_W303,Q12161
YOL055C_W303,Q08224
YOL056W_W303,Q12326
YOL057W_W303,Q08225
YOL058W_W303,P22768
YOL059W_W303,P41911
YOL060C_W303,Q12296
YOL061W_W303,Q12265
YOL062C_W303,Q99186
YOL063C_W303,Q08226
YOL064C_W303,P32179
YOL065C_W303,Q08227
YOL066C_W303,Q12362
YOL067C_W303,P32607
YOL069W_W303,P33895
YOL070C_W303,Q08229
YOL071W_W303,Q08230
YOL072W_W303,Q08231
YOL073C_W303,Q08232
YOL075C_W303,Q08234
YOL076W_W303,Q12387
YOL077C_W303,Q08235
YOL078W_W303,Q08236
YOL080C_W303,Q08237
YOL081W_W303,P19158
YOL082W_W303,P35193
YOL083W_W303,Q12292
YOL084W_W303,Q12252
YOL085C_W303,Q99345
YOL086C_W303,P00330
YOL087C_W303,Q99247
YOL088C_W303,Q99316
YOL089C_W303,Q12180
YOL090W_W303,P25847
YOL091W_W303,Q12411
YOL092W_W303,Q12010
YOL093W_W303,Q12400
YOL094C_W303,P40339
YOL095C_W303,Q12039
YOL096C_W303,P27680
YOL097C_W303,Q12109
YOL098C_W303,Q12496
YOL100W_W303,Q12236
YOL101C_W303,Q99393
YOL102C_W303,Q12272
YOL103W_W303,P30606
YGL258W_W303,P53058
YGL257C_W303,P53059
YGL256W_W303,P10127
YGL255W_W303,P32804
YGL254W_W303,P32805
YGL253W_W303,P04807
YGL252C_W303,P32608
YGL251C_W303,P51979
YGL250W_W303,P53060
YGL249W_W303,P53061
YGL248W_W303,P22434
YGL247W_W303,P53062
YGL246C_W303,P53063
YGL245W_W303,P46655
YGL244W_W303,P53064
YGL243W_W303,P53065
YGL242C_W303,P53066
YGL241W_W303,P53067
YGL240W_W303,P53068
YGL238W_W303,P33307
YGL237C_W303,P06774
YGL236C_W303,P53070
YGL234W_W303,P07244
YGL233W_W303,P22224
YGL232W_W303,P53072
YGL231C_W303,P53073
YGL230C_W303,P53074
YGL229C_W303,P53036
YGL228W_W303,P53075
YGL227W_W303,P53076
YGL226W_W303,P53077
YGL225W_W303,P40107
YGL224C_W303,P53078
YDL186W_W303,P48568
YDL185W_W303,P17255
YDL183C_W303,P48569
YGR022C_W303,P53213
YGR021W_W303,P53212
YGR020C_W303,P39111
YGR019W_W303,P17649
YGR017W_W303,P53210
YGR016W_W303,P53209
YGR015C_W303,P53208
YGR014W_W303,P32334
YGR013W_W303,P53207
YGR012W_W303,P53206
YGR010W_W303,P53204
YGR009C_W303,P40357
YGR007W_W303,P33412
YGR006W_W303,P33411
YGR005C_W303,P41896
YGR004W_W303,P53203
YGR003W_W303,P53202
YGR002C_W303,P53201
YGR001C_W303,P53200
YGL001C_W303,P53199
YGL002W_W303,P53198
YGL003C_W303,P53197
YGL004C_W303,P53196
YGL005C_W303,P53195
YGL006W_W303,P38929
YGL007W_W303,P53194
YGL008C_W303,P05030
YGL009C_W303,P07264
YGL010W_W303,P25338
YGL011C_W303,P21243
YGL012W_W303,P25340
YGL013C_W303,P12383
YGL014W_W303,P25339
YGL015C_W303,P33199
YGL016W_W303,P32767
YGL017W_W303,P16639
YGL018C_W303,P53193
YGL019W_W303,P43639
YGL020C_W303,P53192
YGL021W_W303,P43633
YGL022W_W303,P39007
YGL023C_W303,P53191
YGL025C_W303,P40356
YGL026C_W303,P00931
YGL027C_W303,P53008
YGL028C_W303,P53189
YGL029W_W303,P53188
YGL031C_W303,P04449
YGL034C_W303,P53186
YGL035C_W303,P27705
YGL036W_W303,P53185
YGL037C_W303,P53184
YGL038C_W303,P31755
YGL039W_W303,P53183
YGL040C_W303,P05373
YGL041W-A_W303,P0C5N3
YGL043W_W303,P07273
YGL044C_W303,P25299
YGL045W_W303,P53179
YGL047W_W303,P53178
YGL048C_W303,Q01939
YGL049C_W303,P39936
YGL050W_W303,P53177
YEL011W_W303,P32775
YEL012W_W303,P28263
YEL013W_W303,P39968
YEL014C_W303,P39999
YEL015W_W303,P39998
YEL016C_W303,P39997
YEL017W_W303,P39996
YEL018W_W303,P39995
YEL019C_W303,P38632
YEL020C_W303,P39994
YEL021W_W303,P03962
YEL022W_W303,P39993
YEL023C_W303,P39992
YEL024W_W303,P08067
YEL025C_W303,P39991
YEL026W_W303,P39990
YEL027W_W303,P25515
YEL028W_W303,P39989
YEL029C_W303,P39988
YEL030W_W303,P39987
YEL031W_W303,P39986
YEL032W_W303,P24279
YPR119W_W303,P24869
YPR120C_W303,P30283
YPR121W_W303,Q06490
YPR122W_W303,P40851
YPR124W_W303,P49573
YPR125W_W303,Q06493
YPR127W_W303,Q06494
YPR128C_W303,Q06497
YPR129W_W303,P45978
YPR131C_W303,Q06504
YPR133C_W303,Q06505
YPR134W_W303,P08593
YPR135W_W303,Q01454
YPR137W_W303,Q06506
YOR132W_W303,P32913
YOR131C_W303,Q12486
YOR130C_W303,Q12375
YOR129C_W303,Q99222
YOR128C_W303,P21264
YOR127W_W303,P39083
YOR126C_W303,P41734
YOR125C_W303,P41735
YOR124C_W303,Q01476
YOR123C_W303,P38439
YOR122C_W303,P07274
YOR120W_W303,P14065
YOR119C_W303,Q12196
YOR118W_W303,Q12108
YOR117W_W303,P33297
YOR116C_W303,P04051
YOR115C_W303,Q99394
YOR114W_W303,Q12219
YOR113W_W303,P41696
YOR112W_W303,Q12453
YOR111W_W303,Q99210
YOR110W_W303,Q12415
YOR109W_W303,Q12271
YOR108W_W303,Q12166
YOR107W_W303,Q99188
YOR106W_W303,Q12241
YOR104W_W303,Q12057
YOR103C_W303,P46964
YOR101W_W303,P01119
YOR100C_W303,Q12289
YOR099W_W303,P27810
YOR098C_W303,P20676
YOR097C_W303,Q12274
YCL024W_W303,P25389
YCL025C_W303,P25376
YCL026C-A_W303,P37261
YCL026C-B_W303,Q96VH4
YCL027W_W303,P11710
YCL028W_W303,P25367
YCL029C_W303,P11709
YCL030C_W303,P00815
YCL031C_W303,P25368
YCL032W_W303,P25344
YCL034W_W303,P25369
YCL035C_W303,P25373
YCL036W_W303,P25370
YCL037C_W303,P25567
YCL038C_W303,P25568
YCL039W_W303,P25569
YCL040W_W303,P17709
YCL043C_W303,P17967
YCL044C_W303,P25573
YCL045C_W303,P25574
YCL047C_W303,P25576
YCL048W_W303,P25380
YCL049C_W303,P25577
YCL050C_W303,P16550
YCL051W_W303,P25579
YCL052C_W303,P25580
YCL054W_W303,P25582
YCL055W_W303,P25583
YCL056C_W303,P25584
YCL057W_W303,P25375
YCL058W-A_W303,Q2V2Q1
YCL059C_W303,P25586
YCL061C_W303,P25588
YCL063W_W303,P25591
YCL064C_W303,P25379
YGL223C_W303,P53079
YGL222C_W303,P53080
YGL221C_W303,P53081
YGL220W_W303,P53082
YGL219C_W303,P53083
YGL216W_W303,P53086
YGL215W_W303,P35190
YGL213C_W303,Q02793
YGL212W_W303,P32912
YGL211W_W303,P53088
YGL210W_W303,P51996
YGL209W_W303,P53035
YGL208W_W303,P34164
YGL207W_W303,P32558
YGL206C_W303,P22137
YGL205W_W303,P13711
YNL054W_W303,P53950
YNL053W_W303,P38590
YNL052W_W303,P00424
YNL051W_W303,P53951
YNL050C_W303,P53952
YNL049C_W303,P53953
YNL048W_W303,P53954
YNL047C_W303,P53955
YNL046W_W303,P53956
YNL045W_W303,Q10740
YNL044W_W303,P53633
YNL042W_W303,P53958
YNL041C_W303,P53959
YNL040W_W303,P53960
YNL039W_W303,P46678
YNL038W_W303,P53961
YNL037C_W303,P28834
YNL036W_W303,P53615
YDR099W_W303,P34730
YDR100W_W303,Q03860
YDR101C_W303,Q03862
YDR102C_W303,Q03864
YDR103W_W303,P32917
YDR104C_W303,Q03868
YDR105C_W303,Q12116
YDR106W_W303,Q04549
YBR220C_W303,P38318
YBR221C_W303,P32473
YBR222C_W303,P38137
YBR223C_W303,P38319
YBR225W_W303,P38321
YBR227C_W303,P38323
YBR228W_W303,P38324
YBR229C_W303,P38138
YBR230C_W303,P38325
YBR231C_W303,P38326
YBR233W_W303,P38151
YBR234C_W303,P38328
YBR235W_W303,P38329
YBR236C_W303,P32783
YBR237W_W303,P21372
YBR238C_W303,P38330
YBR239C_W303,P38140
YHR180W_W303,P38868
YHR179W_W303,Q03558
YHR178W_W303,P38699
YHR177W_W303,P38867
YHR176W_W303,P38866
YHR175W_W303,P38865
YHR174W_W303,P00925
YGR125W_W303,P53273
YGR126W_W303,P53274
YGR127W_W303,P53275
YGR128C_W303,P53276
YGR129W_W303,P53277
YGR130C_W303,P53278
YGR131W_W303,P53279
YGR132C_W303,P40961
YGR133W_W303,P29340
YGR134W_W303,P53280
YGR135W_W303,P23638
YGR136W_W303,P53281
YML043C_W303,Q04712
YML042W_W303,P32796
YML041C_W303,Q03433
YGR123C_W303,P53043
YOR344C_W303,P33122
YPL082C_W303,P32333
YPL083C_W303,Q02825
YPL084W_W303,P48582
YPL085W_W303,P48415
YPL086C_W303,Q02908
YPL087W_W303,Q02896
YPL088W_W303,Q02895
YPL089C_W303,Q12224
YPL090C_W303,P0CX37
YPL091W_W303,P41921
YPL092W_W303,P41930
YPL093W_W303,Q02892
YPL094C_W303,P21825
YPL095C_W303,Q02891
YPL096W_W303,Q02890
YPL097W_W303,P48527
YPL098C_W303,Q02889
YPL099C_W303,Q02888
YPL100W_W303,Q02887
YPL101W_W303,Q02884
YPL103C_W303,Q02883
YPL104W_W303,P15179
YPL105C_W303,Q02875
YPL106C_W303,P32589
YPL107W_W303,Q02873
YPL108W_W303,Q02872
YPL109C_W303,Q02981
YPL110C_W303,Q02979
YPL111W_W303,P00812
YPL112C_W303,Q02969
YPL113C_W303,Q02961
YPL115C_W303,P32873
YPL116W_W303,Q02959
YPL117C_W303,P15496
YPL118W_W303,Q02950
YPL119C_W303,P24784
YPL120W_W303,Q02948
YPL121C_W303,P32489
YPL122C_W303,Q02939
YPL123C_W303,Q02933
YPL124W_W303,P33419
YPL125W_W303,Q02932
YPL126W_W303,Q02931
YPL127C_W303,P53551
YPL128C_W303,Q02457
YPL129W_W303,P35189
YPL130W_W303,Q03029
YPL131W_W303,P26321
YPL132W_W303,P19516
YPL133C_W303,P19541
YPL134C_W303,Q03028
YPL135W_W303,Q03020
YPL137C_W303,Q03016
YPL138C_W303,Q03012
YPL139C_W303,Q03010
YPL140C_W303,P32491
YPL141C_W303,Q03002
YPL143W_W303,P05744
YPL144W_W303,Q12245
YPL145C_W303,P35844
YPL146C_W303,Q12080
YPL147W_W303,P41909
YPL148C_W303,Q12036
YPL149W_W303,Q12380
YPL150W_W303,Q12152
YPL151C_W303,Q12417
YPL152W_W303,Q12461
YPL153C_W303,P22216
YPL154C_W303,P07267
YPL155C_W303,P28743
YPL156C_W303,Q12498
YPL157W_W303,Q12052
YPL158C_W303,Q99299
YPL159C_W303,Q99373
YPL160W_W303,P26637
YPL161C_W303,P39011
YPL162C_W303,Q12042
YPL163C_W303,Q12254
YPL164C_W303,Q12083
YPL166W_W303,Q12092
YPL167C_W303,P14284
YPL168W_W303,Q12467
YPL169C_W303,Q99257
YPL170W_W303,Q12091
YPL171C_W303,P41816
YPL172C_W303,P21592
YPL173W_W303,P36534
YPL174C_W303,P33420
YPL176C_W303,Q08919
YPL177C_W303,P41817
YPL178W_W303,Q08920
YKR059W_W303,P10081
YKR060W_W303,P36144
YKR061W_W303,P33550
YKR062W_W303,P36145
YKR063C_W303,P36146
YKR064W_W303,P36023
YKR065C_W303,P36147
YKR066C_W303,P00431
YKR067W_W303,P36148
YKR068C_W303,P36149
YKR069W_W303,P36150
YKR070W_W303,P36151
YKR071C_W303,P36152
YKR072C_W303,P36024
YKL068W_W303,Q02629
YKL069W_W303,P36088
YKL070W_W303,P36087
YKL071W_W303,P36086
YLR236C_W303,A0A023PZG4
YLR234W_W303,P13099
YLR233C_W303,P17214
YLR231C_W303,Q05979
YLR229C_W303,P19073
YLR228C_W303,Q05958
YLR226W_W303,Q05949
YLR225C_W303,Q05948
YLR224W_W303,Q05947
YLR223C_W303,P39520
YLR222C_W303,Q05946
YLR221C_W303,Q05942
YLR220W_W303,P47818
YLR219W_W303,Q05812
YLR218C_W303,Q05809
YLR216C_W303,P53691
YLR215C_W303,Q05791
YLR214W_W303,P32791
YLR213C_W303,Q05790
YLR212C_W303,P53378
YLR211C_W303,Q05789
YLR210W_W303,P24871
YLR209C_W303,Q05788
YLR208W_W303,Q04491
YLR207W_W303,Q05787
YLR206W_W303,Q05785
YLR205C_W303,P32339
YLR204W_W303,P32344
YLR203C_W303,P32335
YLR201C_W303,Q05779
YLR200W_W303,P52553
YLR199C_W303,Q05778
YLR197W_W303,Q12460
YLR196W_W303,P21304
YLR195C_W303,P14743
YLR194C_W303,Q05777
YLR193C_W303,Q05776
YLR192C_W303,Q05775
YLR191W_W303,P80667
YLR190W_W303,Q06324
YLR189C_W303,Q06321
YLR188W_W303,P33310
YLR187W_W303,Q06315
YLR186W_W303,Q06287
YLR185W_W303,P49166
YLR184W_W303,Q06267
YLR183C_W303,Q06266
YLR182W_W303,P09959
YLR181C_W303,Q06263
YLR180W_W303,P10659
YLR179C_W303,Q06252
YLR178C_W303,P14306
YLR177W_W303,Q06251
YLR176C_W303,P48743
YLR175W_W303,P33322
YLR174W_W303,P41939
YLR173W_W303,Q06247
YLR172C_W303,P32469
YLR170C_W303,P35181
YLR168C_W303,P35200
YLR167W_W303,P05759
YLR166C_W303,Q06245
YLR165C_W303,Q06244
YLR164W_W303,Q06236
YLR163C_W303,P10507
YDL229W_W303,P11484
YBR241C_W303,P38142
YBR242W_W303,P38331
YBR243C_W303,P07286
YBR244W_W303,P38143
YBR245C_W303,P38144
YBR246W_W303,P38332
YBR247C_W303,P38333
YBR248C_W303,P33734
YBR249C_W303,P32449
YBR250W_W303,P33757
YBR251W_W303,P33759
YBR252W_W303,P33317
YBR253W_W303,P32570
YBR254C_W303,P38334
YBR255W_W303,P38335
YBR255C-A_W303,Q3E776
YBR256C_W303,P38145
YBR257W_W303,P38336
YBR258C_W303,P38337
YBR259W_W303,P38338
YBR260C_W303,P38339
YBR261C_W303,P38340
YBR262C_W303,P38341
YBR263W_W303,P37292
YBR264C_W303,P38146
YBR265W_W303,P38342
YBR267W_W303,P38344
YBR268W_W303,P36532
YBR269C_W303,P38345
YBR270C_W303,P38346
YBR271W_W303,P38347
YBR272C_W303,P38348
YBR273C_W303,P38349
YBR274W_W303,P38147
YBR275C_W303,P29539
YBR276C_W303,P38148
YBR278W_W303,P27344
YBR279W_W303,P38351
YBR280C_W303,P38352
YBR281C_W303,P38149
YBR282W_W303,P36526
YBR283C_W303,P38353
YBR284W_W303,P38150
YBR285W_W303,P38354
YBR286W_W303,P37302
YBR287W_W303,P38355
YBR288C_W303,P38153
YBR289W_W303,P18480
YBR290W_W303,P38356
YBR291C_W303,P38152
YBR292C_W303,P38357
YBR293W_W303,P38358
YBR294W_W303,P38359
YBR295W_W303,P38360
YBR296C_W303,P38361
YBR297W_W303,P38157
YBR298C_W303,P38156
YML024W_W303,P02407
YML023C_W303,Q03718
YML022W_W303,P49435
YML021C_W303,P12887
YML020W_W303,Q03722
YML019W_W303,Q03723
YML018C_W303,Q03730
YML017W_W303,P50109
YML016C_W303,P26570
YML015C_W303,Q04226
YML014W_W303,P49957
YML013W_W303,Q04228
YML012W_W303,P54837
YML011C_W303,Q04231
YML010W_W303,P27692
YML008C_W303,P25087
YML007W_W303,P19880
YML006C_W303,Q04233
YML005W_W303,Q04235
YML004C_W303,P50107
YML003W_W303,P0CF16
YML002W_W303,P0CF17
YML001W_W303,P32939
YMR001C_W303,P32562
YMR002W_W303,Q03667
YMR003W_W303,Q03673
YMR004W_W303,P40959
YMR005W_W303,P50105
YMR006C_W303,Q03674
YMR007W_W303,Q03675
YMR008C_W303,P39105
YMR009W_W303,Q03677
YMR010W_W303,Q03687
YMR011W_W303,P23585
YMR012W_W303,Q03690
YMR013C_W303,P20048
YMR014W_W303,Q04347
YMR015C_W303,P54781
YMR016C_W303,P53438
YMR017W_W303,Q04359
YMR018W_W303,Q04364
YMR019W_W303,P50104
YMR020W_W303,P50264
YMR021C_W303,P35192
YMR022W_W303,Q02159
YMR023C_W303,P32559
YMR024W_W303,P36516
YMR025W_W303,Q04368
YMR026C_W303,Q04370
YMR027W_W303,Q04371
YMR028W_W303,Q04372
YMR029C_W303,Q05040
YMR030W_W303,Q05043
YMR031C_W303,Q05050
YMR032W_W303,Q05080
YMR033W_W303,Q05123
YMR034C_W303,Q05131
YMR035W_W303,P46972
YMR036C_W303,P23748
YMR037C_W303,P33748
YMR038C_W303,P40202
YMR039C_W303,P54000
YMR040W_W303,Q04210
YMR041C_W303,Q04212
YMR042W_W303,P07249
YMR043W_W303,P11746
YMR044W_W303,Q04213
YOR142W_W303,P53598
YOR141C_W303,Q12386
YOR140W_W303,P20134
YOR138C_W303,Q12242
YOR137C_W303,Q12212
YOR136W_W303,P28241
YOR134W_W303,Q12128
YOR133W_W303,P32324
YML046W_W303,P39682
YML047C_W303,Q04705
YML048W_W303,Q04697
YML049C_W303,Q04693
YML050W_W303,Q04689
YML051W_W303,P04387
YML052W_W303,P54003
YML053C_W303,Q04978
YML054C_W303,P00175
YML055W_W303,Q04969
YML056C_W303,P50094
YML057W_W303,P14747
YML058W_W303,Q04964
YML059C_W303,Q04958
YML060W_W303,P53397
YML061C_W303,P07271
YML062C_W303,P33441
YAL003W_W303,P32471
YAL002W_W303,P39702
YAR002W_W303,P39705
YAR002C-A_W303,Q05359
YAR003W_W303,P39706
YAR007C_W303,P22336
YAR008W_W303,P39707
YMR247C_W303,Q04781
YMR246W_W303,P47912
YMR245W_W303,Q04019
YMR244W_W303,Q04018
YMR243C_W303,P20107
YMR241W_W303,Q04013
YMR240C_W303,Q02554
YMR239C_W303,Q02555
YCR104W_W303,P25610
YCR105W_W303,P25377
YGR039W_W303,P53225
YGR040W_W303,P14681
YGR041W_W303,P53226
YGR042W_W303,P53227
YGR043C_W303,P53228
YGR044C_W303,P32338
YGR045C_W303,P53229
YGR046W_W303,P53230
YGR047C_W303,P33339
YGR048W_W303,P53044
YGR049W_W303,P32564
YGR050C_W303,P53231
YGR051C_W303,P53232
YGR052W_W303,P53233
YGR053C_W303,P53234
YGR054W_W303,P53235
YGR055W_W303,P50276
YGR056W_W303,P53236
YGR057C_W303,P53237
YGR058W_W303,P53238
YGR059W_W303,P41901
YGR060W_W303,P53045
YGR061C_W303,P38972
YGR062C_W303,P53239
YGR063C_W303,P32914
YGR065C_W303,P53241
YGR066C_W303,P53242
YGR067C_W303,P53243
YGR068C_W303,P53244
YGR069W_W303,P53245
YGR070W_W303,P53046
YGR071C_W303,P53246
YGR072W_W303,P48412
YGR075C_W303,Q00723
YGR076C_W303,P23369
YGR077C_W303,P53248
YGR078C_W303,P48363
YGR079W_W303,P53249
YGR080W_W303,P53250
YGR081C_W303,P53251
YGR082W_W303,P35180
YGR083C_W303,P12754
YGR084C_W303,P12686
YGR086C_W303,P53252
YGR087C_W303,P26263
YGR088W_W303,P06115
YGR089W_W303,P53253
YGR090W_W303,P53254
YGR091W_W303,P49704
YGR092W_W303,P22204
YGR093W_W303,P53255
YGR094W_W303,P07806
YGR095C_W303,P53256
YGR096W_W303,P53257
YGR097W_W303,P48361
YGR098C_W303,Q03018
YGR099W_W303,P53038
YGR100W_W303,P53258
YGR101W_W303,P53259
YGR102C_W303,P53260
YGR103W_W303,P53261
YGR104C_W303,P32585
YGR106C_W303,P53262
YER132C_W303,P32634
YER131W_W303,P39939
YER130C_W303,P39959
YER129W_W303,P38990
YER128W_W303,P40080
YER127W_W303,P40079
YER126C_W303,P40078
YER125W_W303,P39940
YER124C_W303,P40077
YER123W_W303,P39962
YER122C_W303,P38682
YER121W_W303,P40076
YER120W_W303,P40075
YER119C_W303,P40074
YER118C_W303,P40073
YER116C_W303,P40072
YER115C_W303,Q01684
YER114C_W303,P39969
YER113C_W303,P40071
YER112W_W303,P40070
YER111C_W303,P25302
YER110C_W303,P40069
YER109C_W303,P40068
YER107C_W303,P40066
YER106W_W303,P40065
YER105C_W303,P40064
YER104W_W303,P40063
YER103W_W303,P22202
YER101C_W303,P39945
YER100W_W303,P33296
YER099C_W303,P38620
YER098W_W303,P39967
YGL054C_W303,P53173
YGL055W_W303,P21147
YGL056C_W303,P53172
YGL057C_W303,P53171
YGL058W_W303,P06104
YGL059W_W303,P53170
YGL060W_W303,P53169
YGL061C_W303,P53168
YDR098C_W303,Q03835
YDR097C_W303,Q03834
YDR096W_W303,Q03833
YDR093W_W303,Q12675
YDR092W_W303,P52490
YDR091C_W303,Q03195
YDR090C_W303,Q03193
YDR089W_W303,P38966
YDR088C_W303,Q02775
YDR087C_W303,P35178
YDR085C_W303,P33304
YDR084C_W303,P38962
YDR083W_W303,P38961
YDR082W_W303,P38960
YDR081C_W303,P32896
YDR080W_W303,P38959
YDR079W_W303,P38958
YDR078C_W303,P38957
YDR077W_W303,Q01589
YDR076W_W303,P38953
YDR075W_W303,P32345
YDR074W_W303,P31688
YDR073W_W303,P38956
YDR072C_W303,P38954
YDR071C_W303,Q12447
YDR069C_W303,P32571
YDR068W_W303,P54858
YDR067C_W303,Q12454
YDR066C_W303,Q12378
YDR065W_W303,Q12167
YDR064W_W303,P05756
YDR063W_W303,Q12156
YDR062W_W303,P40970
YDR061W_W303,Q12298
YDR060W_W303,Q12176
YDR059C_W303,P15732
YDR058C_W303,P54857
YDR057W_W303,Q99220
YDR056C_W303,Q12025
YDR055W_W303,Q12355
YDR054C_W303,P14682
YDR052C_W303,P32325
YDR051C_W303,Q99288
YDR050C_W303,P00942
YDR049W_W303,Q04311
YDR047W_W303,P32347
YDR046C_W303,P41815
YDR045C_W303,Q04307
YDR044W_W303,P11353
YDR043C_W303,Q03125
YDR042C_W303,Q03205
YDR041W_W303,Q03201
YPL257W_W303,Q08974
YPL256C_W303,P20438
YPL255W_W303,Q12365
YPL254W_W303,Q12060
YPL253C_W303,Q12045
YPL252C_W303,Q12184
YPL250C_W303,Q12048
YPL249C_W303,Q12344
YPL248C_W303,P04386
YPL247C_W303,Q12523
YPL246C_W303,Q12270
YPL245W_W303,Q12179
YPL244C_W303,Q12520
YPL243W_W303,P38687
YPL242C_W303,Q12280
YPL240C_W303,P02829
YOL158C_W303,Q08299
